代码,名称,收盘价,净值,总股本,流通股本,上市时间
002657.XSHE,中科金财,64.53,0,337576686,192657375,2012-02-28
002658.XSHE,雪迪龙,18.68,0,604880320,304385830,2012-03-09
002659.XSHE,中泰桥梁,19.12,0,311000000,310996000,2012-03-09
002660.XSHE,茂硕电源,13.30,0,277341300,189353590,2012-03-16
002661.XSHE,克明面业,51.89,0,112191966,81994868,2012-03-16
002662.XSHE,京威股份,14.96,0,750000000,576430000,2012-03-09
002663.XSHE,普邦园林,6.67,0,1705168581,1031906187,2012-03-16
002664.XSHE,信质电机,23.39,0,400020000,369442095,2012-03-16
002665.XSHE,首航节能,25.48,0,730048106,570572031,2012-03-27
002666.XSHE,德联集团,8.89,0,754329268,341771539,2012-03-27
002667.XSHE,鞍重股份,50.13,0,135960000,91492500,2012-03-29
002668.XSHE,奥马电器,79.35,0,165350000,121917285,2012-04-16
002669.XSHE,康达新材,23.96,0,200000000,150842601,2012-04-16
002670.XSHE,华声股份,31.65,0,200000000,128832531,2012-04-16
002671.XSHE,龙泉股份,14.15,0,443695798,316559646,2012-04-26
002672.XSHE,东江环保,16.66,0,669244602,429695744,2012-04-26
002673.XSHE,西部证券,29.26,0,2795569620,2400000000,2012-05-03
002674.XSHE,兴业科技,14.49,0,242478000,240572000,2012-05-07
002675.XSHE,东诚药业,0.00,0,220606662,121957725,2012-05-25
002676.XSHE,顺威股份,19.90,0,400000000,396071908,2012-05-25
002677.XSHE,浙江美大,16.30,0,400000000,377500000,2012-05-25
002678.XSHE,珠江钢琴,12.59,0,956000000,953362080,2012-05-30
002679.XSHE,福建金森,22.44,0,138680000,138680000,2012-06-05
002680.XSHE,长生生物,42.45,0,484695189,62985000,2012-06-05
002681.XSHE,奋达科技,32.08,0,617569200,215467188,2012-06-05
002682.XSHE,龙洲股份,12.29,0,268593228,262826575,2012-06-12
002683.XSHE,宏大爆破,8.49,0,609899995,475800944,2012-06-12
002684.XSHE,猛狮科技,0.00,0,328688024,208534400,2012-06-12
002685.XSHE,华东重机,7.84,0,689442857,560000000,2012-06-12
002686.XSHE,亿利达,12.25,0,412005000,282193850,2012-07-03
002687.XSHE,乔治白,13.74,0,354852000,318252562,2012-07-13
002688.XSHE,金河生物,18.79,0,254115862,211447482,2012-07-13
002689.XSHE,远大智能,9.65,0,962354536,941976787,2012-07-17
002690.XSHE,美亚光电,24.92,0,676000000,326545114,2012-07-31
002691.XSHE,冀凯股份,0.00,0,200000000,198765961,2012-07-31
002692.XSHE,远程电缆,17.03,0,326430000,201797501,2012-08-08
002693.XSHE,双成药业,11.12,0,419185500,403416821,2012-08-08
002694.XSHE,顾地科技,13.04,0,345600000,302886750,2012-08-16
002695.XSHE,煌上煌,31.90,0,126658422,113355282,2012-09-05
002696.XSHE,百洋股份,0.00,0,176000000,103769754,2012-09-05
002697.XSHE,红旗连锁,0.00,0,1360000000,731406130,2012-09-05
002698.XSHE,博实股份,20.45,0,681700000,520583766,2012-09-11
002699.XSHE,美盛文化,35.85,0,446000000,377386928,2012-09-11
002700.XSHE,新疆浩源,16.70,0,422426880,313093380,2012-09-21
002701.XSHE,奥瑞金,23.80,0,981344000,634274000,2012-10-11
002702.XSHE,海欣食品,20.26,0,282800000,164000000,2012-10-11
002703.XSHE,浙江世宝,0.00,0,229143855,97185963,2012-11-02
002705.XSHE,新宝股份,18.21,0,442001200,103707649,2014-01-21
002706.XSHE,良信电器,47.80,0,115245000,35935640,2014-01-21
002707.XSHE,众信旅游,44.78,0,417484590,168414858,2014-01-23
002708.XSHE,光洋股份,13.04,0,408993200,139876563,2014-01-21
002709.XSHE,天赐材料,82.00,0,130005842,57257587,2014-01-23
002711.XSHE,欧浦智网,26.87,0,330022000,116570896,2014-01-27
002712.XSHE,思美传媒,97.59,0,88289509,29052286,2014-01-23
002713.XSHE,东易日盛,37.95,0,249680952,62413238,2014-02-19
002714.XSHE,牧原股份,59.65,0,516873109,153525008,2014-01-28
002715.XSHE,登云股份,30.89,0,92000000,54054525,2014-02-19
002716.XSHE,金贵银业,13.32,0,503290616,289588448,2014-01-28
002717.XSHE,岭南园林,0.00,0,399836207,158489910,2014-02-19
002718.XSHE,友邦吊顶,52.66,0,82560000,20960000,2014-01-28
002719.XSHE,麦趣尔,40.75,0,108722161,33801466,2014-01-28
002721.XSHE,金一文化,21.77,0,648036000,247222166,2014-01-27
002722.XSHE,金轮股份,29.11,0,159269037,45741650,2014-01-28
002723.XSHE,金莱特,20.32,0,186700000,55657465,2014-01-29
002724.XSHE,海洋王,19.26,0,400000000,61119000,2014-11-04
002725.XSHE,跃岭股份,19.93,0,160000000,52960000,2014-01-29
002726.XSHE,龙大肉食,12.42,0,436480000,108480400,2014-06-26
002727.XSHE,一心堂,46.57,0,260300000,95962649,2014-07-02
002728.XSHE,台城制药,22.17,0,200000000,57010000,2014-07-31
002729.XSHE,好利来,70.36,0,66680000,17680000,2014-09-12
002730.XSHE,电光科技,42.88,0,146670000,46670000,2014-10-09
002731.XSHE,萃华珠宝,24.70,0,150680000,53420000,2014-11-04
002732.XSHE,燕塘乳业,26.52,0,157350000,60774255,2014-12-05
002733.XSHE,雄韬股份,23.46,0,306000000,132214018,2014-12-03
002734.XSHE,利民股份,27.98,0,130000000,76775400,2015-01-27
002735.XSHE,王子新材,0.00,0,80000000,22235000,2014-12-03
002736.XSHE,国信证券,16.77,0,8200000000,2195059620,2014-12-29
002737.XSHE,葵花药业,35.22,0,292000000,120123726,2014-12-30
002738.XSHE,中矿资源,29.26,0,124610000,57762000,2014-12-30
002739.XSHE,万达院线,0.00,0,1174294974,406000000,2015-01-22
002740.XSHE,爱迪尔,48.85,0,100000000,43043050,2015-01-22
002741.XSHE,光华科技,29.81,0,360000000,131448000,2015-02-16
002742.XSHE,三圣特材,0.00,0,144000000,47305070,2015-02-17
002743.XSHE,富煌钢构,28.70,0,121340000,55540000,2015-02-17
002745.XSHE,木林森,30.53,0,444500000,74499700,2015-02-17
002746.XSHE,仙坛股份,35.10,0,159350000,56350000,2015-02-16
002747.XSHE,埃斯顿,52.84,0,121466000,30000000,2015-03-20
002748.XSHE,世龙实业,31.97,0,120000000,36935625,2015-03-19
002749.XSHE,国光股份,78.57,0,75000000,18750000,2015-03-20
002750.XSHE,龙津药业,32.86,0,200250000,50250000,2015-03-24
002751.XSHE,易尚展示,95.20,0,140480000,35120000,2015-04-24
002752.XSHE,昇兴股份,27.17,0,420000000,60000000,2015-04-22
002753.XSHE,永东股份,38.78,0,98700000,24700000,2015-05-19
002755.XSHE,东方新星,34.99,0,101340000,25340000,2015-05-15
002756.XSHE,永兴特钢,40.70,0,200000000,50000000,2015-05-15
002757.XSHE,南兴装备,60.72,0,109340000,27340000,2015-05-27
002758.XSHE,华通医药,73.23,0,56000000,14000000,2015-05-27
002759.XSHE,天际股份,0.00,0,96000000,24000000,2015-05-28
002760.XSHE,凤形股份,44.54,0,88000000,22000000,2015-06-11
002761.XSHE,多喜爱,31.01,0,120000000,30000000,2015-06-10
002762.XSHE,金发拉比,0.00,0,119000000,29749900,2015-06-10
002763.XSHE,汇洁股份,33.67,0,216000000,54000000,2015-06-10
002765.XSHE,蓝黛传动,22.66,0,208000000,52000000,2015-06-12
002766.XSHE,索菱股份,0.00,0,183009301,45680000,2015-06-11
002767.XSHE,先锋电子,37.88,0,100000000,25000000,2015-06-12
002768.XSHE,国恩股份,93.40,0,80000000,20000000,2015-06-30
002769.XSHE,普路通,61.17,0,150658958,37000000,2015-06-29
002770.XSHE,科迪乳业,25.72,0,273400000,68390500,2015-06-30
002771.XSHE,真视通,0.00,0,80646500,20000000,2015-06-29
002772.XSHE,众兴菌业,42.76,0,155826800,37250000,2015-06-26
002773.XSHE,康弘药业,67.67,0,449856040,45600000,2015-06-26
002775.XSHE,文科园林,43.22,0,120000000,30000000,2015-06-29
002776.XSHE,柏堡龙,71.63,0,104880000,26220000,2015-06-26
002777.XSHE,久远银海,0.00,0,80000000,20000000,2015-12-31
002778.XSHE,高科石化,39.32,0,89109500,22300000,2016-01-06
002779.XSHE,中坚科技,49.48,0,88000000,22000000,2015-12-09
002780.XSHE,三夫户外,72.97,0,67000000,17000000,2015-12-09
002781.XSHE,奇信股份,33.95,0,225000000,45000000,2015-12-22
002782.XSHE,可立克,34.36,0,170400000,42600000,2015-12-22
002783.XSHE,凯龙股份,75.48,0,83470000,20870000,2015-12-09
002785.XSHE,万里石,26.90,0,200000000,50000000,2015-12-23
002786.XSHE,银宝山新,36.53,0,127080000,31780000,2015-12-23
002787.XSHE,华源包装,33.03,0,140800000,35200000,2015-12-31
002788.XSHE,鹭燕医药,50.51,0,128168800,32050000,2016-02-18
002789.XSHE,建艺集团,59.46,0,81200000,20300000,2016-03-11
002790.XSHE,瑞尔特,44.97,0,160000000,40000000,2016-03-08
300001.XSHE,特锐德,25.200,0,1001964856,824380879,2009-10-30
300002.XSHE,神州泰岳,9.170,0,1995254515,1159367221,2009-10-30
300003.XSHE,乐普医疗,36.600,0,871785147,686106725,2009-10-30
300004.XSHE,南风股份,17.050,0,509218928,316963510,2009-10-30
300005.XSHE,探路者,18.220,0,514106945,348636894,2009-10-30
300006.XSHE,莱美药业,35.040,0,225622557,156267275,2009-10-30
300007.XSHE,汉威电子,21.790,0,293022806,214086828,2009-10-30
300008.XSHE,上海佳豪,22.850,0,252891674,180584622,2009-10-30
300009.XSHE,安科生物,31.150,0,407863881,245092111,2009-10-30
300010.XSHE,立思辰,21.760,0,763797583,427364297,2009-10-30
300011.XSHE,鼎汉技术,20.200,0,527115526,369343923,2009-10-30
300012.XSHE,华测检测,22.060,0,383208746,338646831,2009-10-30
300013.XSHE,新宁物流,15.780,0,297791410,179100000,2009-10-30
300014.XSHE,亿纬锂能,26.970,0,427233313,409612655,2009-10-30
300015.XSHE,爱尔眼科,29.180,0,986041867,782227390,2009-10-30
300016.XSHE,北陆药业,25.080,0,330509651,254743900,2009-10-30
300017.XSHE,网宿科技,56.900,0,789384564,502209718,2009-10-30
300018.XSHE,中元华电,25.380,0,240415768,149711925,2009-10-30
300019.XSHE,硅宝科技,0.000,0,326400000,217210335,2009-10-30
300020.XSHE,银江股份,18.550,0,655789086,577372227,2009-10-30
300021.XSHE,大禹节水,14.970,0,278600000,165588840,2009-10-30
300022.XSHE,吉峰农机,7.720,0,380240380,319942882,2009-10-30
300023.XSHE,宝德股份,31.480,0,316106775,130125720,2009-10-30
300024.XSHE,机器人,55.760,0,709199826,633829602,2009-10-30
300025.XSHE,华星创业,0.000,0,214265281,153084263,2009-10-30
300026.XSHE,红日药业,14.820,0,1004453981,658117743,2009-10-30
300027.XSHE,华谊兄弟,27.990,0,1392887564,945885342,2009-10-30
300028.XSHE,金亚科技,0.000,0,346203000,343975027,2009-10-30
300029.XSHE,天龙光电,12.100,0,200000000,193456708,2009-12-25
300030.XSHE,阳普医疗,14.520,0,308795815,243473396,2009-12-25
300031.XSHE,宝通科技,23.550,0,300000000,223876526,2009-12-25
300032.XSHE,金龙机电,20.260,0,675939890,580375128,2009-12-25
300033.XSHE,同花顺,74.970,0,537600000,263620896,2009-12-25
300034.XSHE,钢研高纳,22.200,0,322008503,321486184,2009-12-25
300035.XSHE,中科电气,12.420,0,233853750,185922212,2009-12-25
300036.XSHE,超图软件,41.040,0,195821670,152541244,2009-12-25
300037.XSHE,新宙邦,45.960,0,184020884,108837472,2010-01-08
300038.XSHE,梅泰诺,0.000,0,190430995,116415386,2010-01-08
300039.XSHE,上海凯宝,10.300,0,833684800,616235986,2010-01-08
300040.XSHE,九洲电气,9.690,0,346079204,200892651,2010-01-08
300041.XSHE,回天新材,20.060,0,200392190,127038483,2010-01-08
300042.XSHE,朗科科技,29.400,0,133600000,104612805,2010-01-08
300043.XSHE,互动娱乐,0.000,0,1244198401,798190950,2010-01-20
300044.XSHE,赛为智能,21.350,0,223536000,156321407,2010-01-20
300045.XSHE,华力创通,17.900,0,555120000,332351897,2010-01-20
300046.XSHE,台基股份,0.000,0,142080000,136905000,2010-01-20
300047.XSHE,天源迪科,18.480,0,323595800,243242738,2010-01-20
300048.XSHE,合康变频,15.000,0,393643342,313267550,2010-01-20
300049.XSHE,福瑞股份,23.260,0,263457542,224351472,2010-01-20
300050.XSHE,世纪鼎利,28.060,0,249457233,159360245,2010-01-20
300051.XSHE,三五互联,15.210,0,365698690,209634374,2010-02-11
300052.XSHE,中青宝,27.180,0,261038600,260175482,2010-02-11
300053.XSHE,欧比特,35.500,0,231160240,166087335,2010-02-11
300054.XSHE,鼎龙股份,20.840,0,447897607,300005320,2010-02-11
300055.XSHE,万邦达,18.560,0,735184815,513273258,2010-02-26
300056.XSHE,三维丝,15.220,0,329322890,250814294,2010-02-26
300057.XSHE,万顺股份,0.000,0,439664781,249900313,2010-02-26
300058.XSHE,蓝色光标,10.820,0,1931169473,1464302472,2010-02-26
300059.XSHE,东方财富,46.600,0,1853892052,1291255313,2010-03-19
300061.XSHE,康耐特,22.760,0,249919791,144148983,2010-03-19
300062.XSHE,中能电气,18.890,0,154000000,82671775,2010-03-19
300063.XSHE,天龙集团,0.000,0,290570780,117717583,2010-03-26
300064.XSHE,豫金刚石,9.500,0,678120274,605750016,2010-03-26
300065.XSHE,海兰信,29.960,0,241560648,179870812,2010-03-26
300066.XSHE,三川智慧,18.950,0,416013305,375353860,2010-03-26
300067.XSHE,安诺其,10.320,0,527234000,344470830,2010-04-21
300068.XSHE,南都电源,17.320,0,604980000,436768159,2010-04-21
300069.XSHE,金利华电,24.300,0,117000000,84233100,2010-04-21
300070.XSHE,碧水源,39.120,0,1259498678,667363728,2010-04-21
300071.XSHE,华谊嘉信,0.000,0,685294641,425443138,2010-04-21
300072.XSHE,三聚环保,32.780,0,796693450,596860856,2010-04-27
300073.XSHE,当升科技,34.500,0,183034020,158992393,2010-04-27
300074.XSHE,华平股份,10.760,0,528000000,434516267,2010-04-27
300075.XSHE,数字政通,23.560,0,382633710,266820223,2010-04-27
300076.XSHE,GQY视讯,22.320,0,212000000,183958650,2010-04-30
300077.XSHE,国民技术,37.100,0,281960000,266263350,2010-04-30
300078.XSHE,思创医惠,35.900,0,418750000,253460905,2010-04-30
300079.XSHE,数码视讯,9.980,0,1377793862,1207777437,2010-04-30
300080.XSHE,易成新能,8.170,0,502804021,402126378,2010-06-25
300081.XSHE,恒信移动,0.000,0,134000000,91821067,2010-05-20
300082.XSHE,奥克股份,6.300,0,673920000,673861500,2010-05-20
300083.XSHE,劲胜精密,33.950,0,355894642,227636534,2010-05-20
300084.XSHE,海默科技,10.080,0,324765738,249476718,2010-05-20
300085.XSHE,银之杰,46.920,0,525804438,251049536,2010-05-26
300086.XSHE,康芝药业,12.000,0,450000000,437917507,2010-05-26
300087.XSHE,荃银高科,11.860,0,316800000,262239732,2010-05-26
300088.XSHE,长信科技,11.600,0,1154014198,972740860,2010-05-26
300089.XSHE,文化长城,27.530,0,150000000,86518550,2010-06-25
300090.XSHE,盛运环保,9.570,0,1319952922,786975610,2010-06-25
300091.XSHE,金通灵,28.800,0,209000000,144455761,2010-06-25
300092.XSHE,科新机电,12.470,0,227500000,160541251,2010-07-08
300093.XSHE,金刚玻璃,24.520,0,216000000,215234625,2010-07-08
300094.XSHE,国联水产,15.300,0,353807100,338941342,2010-07-08
300095.XSHE,华伍股份,10.600,0,310826400,232185600,2010-07-28
300096.XSHE,易联众,17.850,0,430000000,378569688,2010-07-28
300097.XSHE,智云股份,35.110,0,147838295,81149493,2010-07-28
300098.XSHE,高新兴,15.380,0,1070769571,472405456,2010-07-28
300099.XSHE,尤洛卡,21.160,0,214599453,142936795,2010-08-06
300100.XSHE,双林股份,30.400,0,395775246,268848000,2010-08-06
300101.XSHE,振芯科技,22.780,0,556000000,440403980,2010-08-06
300102.XSHE,乾照光电,6.880,0,704553311,499353400,2010-08-12
300103.XSHE,达刚路机,17.250,0,211734000,84389010,2010-08-12
300104.XSHE,乐视网,0.000,0,1856015158,1180842372,2010-08-12
300105.XSHE,龙源技术,8.580,0,513216000,513216000,2010-08-20
300106.XSHE,西部牧业,13.750,0,211332310,210298796,2010-08-20
300107.XSHE,建新股份,6.170,0,543656170,336625582,2010-08-20
300108.XSHE,双龙股份,12.800,0,424009783,220490815,2010-08-25
300109.XSHE,新开源,54.230,0,170482422,83905940,2010-08-25
300110.XSHE,华仁药业,0.000,0,664870335,653628660,2010-08-25
300111.XSHE,向日葵,5.470,0,1119800000,1116355116,2010-08-27
300112.XSHE,万讯自控,13.280,0,268091197,159668134,2010-08-27
300113.XSHE,顺网科技,92.400,0,292620768,178571888,2010-08-27
300114.XSHE,中航电测,37.030,0,262560222,202795725,2010-08-27
300115.XSHE,长盈精密,27.800,0,560164356,518427596,2010-09-02
300116.XSHE,坚瑞消防,13.860,0,500237610,252420986,2010-09-02
300117.XSHE,嘉寓股份,14.020,0,325800000,325300000,2010-09-02
300118.XSHE,东方日升,17.380,0,674593924,433946911,2010-09-02
300119.XSHE,瑞普生物,16.650,0,389146281,203036574,2010-09-17
300120.XSHE,经纬电材,15.870,0,204816059,164747785,2010-09-17
300121.XSHE,阳谷华泰,11.390,0,280800000,142360452,2010-09-17
300122.XSHE,智飞生物,33.970,0,800000000,431716250,2010-09-28
300123.XSHE,太阳鸟,13.350,0,285166318,274096318,2010-09-28
300124.XSHE,汇川技术,38.510,0,795348609,623332659,2010-09-28
300125.XSHE,易世达,24.800,0,118000000,88020938,2010-10-13
300126.XSHE,锐奇股份,11.920,0,307132000,210452979,2010-10-13
300127.XSHE,银河磁体,14.470,0,323146360,221039890,2010-10-13
300128.XSHE,锦富新材,15.180,0,500130080,303117831,2010-10-13
300129.XSHE,泰胜风能,7.130,0,734000000,450183316,2010-10-19
300130.XSHE,新国都,32.000,0,231021360,149164065,2010-10-19
300131.XSHE,英唐智控,11.880,0,1069526426,576623300,2010-10-19
300132.XSHE,青松股份,0.000,0,385920000,271983823,2010-10-26
300133.XSHE,华策影视,25.510,0,1091640951,700374198,2010-10-26
300134.XSHE,大富科技,19.450,0,652800000,597718500,2010-10-26
300135.XSHE,宝利国际,5.540,0,921600000,712384928,2010-10-26
300136.XSHE,信维通信,30.050,0,598376899,414634143,2010-11-05
300137.XSHE,先河环保,14.410,0,344395344,290598266,2010-11-05
300138.XSHE,晨光生物,19.510,0,216570872,141538762,2010-11-05
300139.XSHE,晓程科技,15.030,0,274000000,212161048,2010-11-12
300140.XSHE,启源装备,17.710,0,244000000,241965160,2010-11-12
300141.XSHE,和顺电气,25.020,0,166966400,108526749,2010-11-12
300142.XSHE,沃森生物,0.000,0,1404000000,1086158507,2010-11-12
300143.XSHE,星河生物,21.140,0,233938544,106030479,2010-12-09
300144.XSHE,宋城演艺,28.110,0,1452680502,1093395610,2010-12-09
300145.XSHE,南方泵业,37.250,0,333183384,178659253,2010-12-09
300146.XSHE,汤臣倍健,30.250,0,728010940,430070501,2010-12-15
300147.XSHE,香雪制药,15.990,0,661476335,660238576,2010-12-15
300148.XSHE,天舟文化,21.430,0,422351509,338668202,2010-12-15
300149.XSHE,量子高科,0.000,0,422100000,355619250,2010-12-22
300150.XSHE,世纪瑞尔,12.340,0,540000000,357724722,2010-12-22
300151.XSHE,昌红科技,14.430,0,502500000,284434030,2010-12-22
300152.XSHE,科融环境,0.000,0,712800000,712800000,2010-12-29
300153.XSHE,科泰电源,0.000,0,320000000,319516175,2010-12-29
300154.XSHE,瑞凌股份,10.060,0,447000000,313824900,2010-12-29
300155.XSHE,安居宝,15.690,0,546900006,267823328,2011-01-07
300156.XSHE,神雾环保,42.100,0,404009766,250488191,2011-01-07
300157.XSHE,恒泰艾普,10.010,0,597702777,477781547,2011-01-07
300158.XSHE,振东制药,15.940,0,288000000,286132637,2011-01-07
300159.XSHE,新研股份,14.560,0,1490360202,558611324,2011-01-07
300160.XSHE,秀强股份,42.680,0,186800000,186800000,2011-01-13
300161.XSHE,华中数控,22.430,0,161745000,156374315,2011-01-13
300162.XSHE,雷曼股份,24.050,0,349787153,221933494,2011-01-13
300163.XSHE,先锋新材,0.000,0,474000000,329643391,2011-01-13
300164.XSHE,通源石油,0.000,0,405095117,308077966,2011-01-13
300165.XSHE,天瑞仪器,18.290,0,230880000,147623180,2011-01-25
300166.XSHE,东方国信,25.270,0,564906460,352185431,2011-01-25
300167.XSHE,迪威视讯,15.750,0,300240000,300202500,2011-01-25
300168.XSHE,万达信息,28.750,0,1023267842,1001151025,2011-01-25
300169.XSHE,天晟新材,12.700,0,325984340,210487896,2011-01-25
300170.XSHE,汉得信息,14.480,0,835374634,622601010,2011-02-01
300171.XSHE,东富龙,19.950,0,634773177,329638418,2011-02-01
300172.XSHE,中电环保,14.330,0,338000000,227673367,2011-02-01
300173.XSHE,智慧松德,14.730,0,586180503,312814315,2011-02-01
300174.XSHE,元力股份,20.130,0,136000000,73504249,2011-02-01
300175.XSHE,朗源股份,8.550,0,470800000,461610280,2011-02-15
300176.XSHE,鸿特精密,25.220,0,107280000,106978743,2011-02-15
300177.XSHE,中海达,15.130,0,436923611,285181143,2011-02-15
300178.XSHE,腾邦国际,21.890,0,555480600,525092156,2011-02-15
300179.XSHE,四方达,7.310,0,478475500,324722814,2011-02-15
300180.XSHE,华峰超纤,15.400,0,395000000,299941813,2011-02-22
300181.XSHE,佐力药业,9.050,0,608624848,396827380,2011-02-22
300182.XSHE,捷成股份,18.480,0,1422078505,618692668,2011-02-22
300183.XSHE,东软载波,20.940,0,453264857,254191850,2011-02-22
300184.XSHE,力源信息,0.000,0,384076504,251333260,2011-02-22
300185.XSHE,通裕重工,7.200,0,900000000,718409945,2011-03-08
300187.XSHE,永清环保,44.940,0,215873795,197553863,2011-03-08
